,Title,Average Score,Score Count,Genres
364,Necronator: Dead Wrong,65.0,1,Real Time Strategy (RTS)
364,Necronator: Dead Wrong,65.0,1,Strategy
364,Necronator: Dead Wrong,65.0,1,Indie
364,Necronator: Dead Wrong,65.0,1,Card & Board Game
365,Drift of the Hill,80.0,1,Racing
365,Drift of the Hill,80.0,1,Simulator
365,Drift of the Hill,80.0,1,Indie
366,Neon Noodles: Cyberpunk Kitchen Automation,70.0,1,Puzzle
366,Neon Noodles: Cyberpunk Kitchen Automation,70.0,1,Simulator
366,Neon Noodles: Cyberpunk Kitchen Automation,70.0,1,Indie
367,Beat Blast,88.0,1,Adventure
367,Beat Blast,88.0,1,Indie
368,Bastide,50.0,1,Simulator
368,Bastide,50.0,1,Strategy
368,Bastide,50.0,1,Indie
369,MicroTown,70.0,1,Strategy
369,MicroTown,70.0,1,Indie
370,Devil's Deck,60.0,1,Role-playing (RPG)
370,Devil's Deck,60.0,1,Strategy
370,Devil's Deck,60.0,1,Adventure
370,Devil's Deck,60.0,1,Indie
371,Neon Tail,70.0,1,Racing
371,Neon Tail,70.0,1,Role-playing (RPG)
371,Neon Tail,70.0,1,Sport
371,Neon Tail,70.0,1,Adventure
371,Neon Tail,70.0,1,Indie
372,Onset,70.0,1,Role-playing (RPG)
372,Onset,70.0,1,Simulator
372,Onset,70.0,1,Indie
373,Shadows of Doubt,80.0,1,Role-playing (RPG)
373,Shadows of Doubt,80.0,1,Adventure
373,Shadows of Doubt,80.0,1,Indie
374,Sky Link,70.0,1,Simulator
375,Ritual: Crown of Horns,75.0,1,Shooter
375,Ritual: Crown of Horns,75.0,1,Indie
375,Ritual: Crown of Horns,75.0,1,Arcade
376,Naxia,50.0,1,Role-playing (RPG)
376,Naxia,50.0,1,Hack and slash/Beat 'em up
376,Naxia,50.0,1,Adventure
376,Naxia,50.0,1,Indie
377,Ninja Legends,70.0,1,Simulator
377,Ninja Legends,70.0,1,Adventure
377,Ninja Legends,70.0,1,Indie
377,Ninja Legends,70.0,1,Arcade
378,Axis & Allies 1942 Online,50.0,1,Strategy
378,Axis & Allies 1942 Online,50.0,1,Turn-based strategy (TBS)
378,Axis & Allies 1942 Online,50.0,1,Card & Board Game
379,Siege of Centauri,65.0,1,Strategy
379,Siege of Centauri,65.0,1,Indie
380,Gravity Ace,70.0,1,Indie
380,Gravity Ace,70.0,1,Arcade
381,Burned Land,70.0,1,Strategy
381,Burned Land,70.0,1,Indie
382,Road to Guangdong,50.0,1,Simulator
382,Road to Guangdong,50.0,1,Adventure
382,Road to Guangdong,50.0,1,Indie
383,Winkeltje: The Little Shop,70.0,1,Shooter
383,Winkeltje: The Little Shop,70.0,1,Platform
383,Winkeltje: The Little Shop,70.0,1,Simulator
383,Winkeltje: The Little Shop,70.0,1,Strategy
383,Winkeltje: The Little Shop,70.0,1,Indie
384,Cat and Ghostly Road,70.0,1,Point-and-click
384,Cat and Ghostly Road,70.0,1,Puzzle
384,Cat and Ghostly Road,70.0,1,Adventure
384,Cat and Ghostly Road,70.0,1,Indie
385,2084,50.0,1,Shooter
385,2084,50.0,1,Indie
386,Hotel Sowls,65.0,1,Role-playing (RPG)
386,Hotel Sowls,65.0,1,Simulator
386,Hotel Sowls,65.0,1,Strategy
386,Hotel Sowls,65.0,1,Adventure
386,Hotel Sowls,65.0,1,Indie
387,Metaverse Keeper,70.0,1,Role-playing (RPG)
387,Metaverse Keeper,70.0,1,Adventure
387,Metaverse Keeper,70.0,1,Indie
388,Murder Mystery Machine,73.0,1,Point-and-click
388,Murder Mystery Machine,73.0,1,Puzzle
388,Murder Mystery Machine,73.0,1,Strategy
388,Murder Mystery Machine,73.0,1,Adventure
388,Murder Mystery Machine,73.0,1,Indie
389,Fantasy Blacksmith,50.0,1,Role-playing (RPG)
389,Fantasy Blacksmith,50.0,1,Simulator
389,Fantasy Blacksmith,50.0,1,Indie
390,Deadliest Catch: The Game,45.0,1,Simulator
390,Deadliest Catch: The Game,45.0,1,Strategy
390,Deadliest Catch: The Game,45.0,1,Adventure
390,Deadliest Catch: The Game,45.0,1,Indie
390,Deadliest Catch: The Game,45.0,1,Arcade
391,Blink: Rogues,65.0,1,Shooter
391,Blink: Rogues,65.0,1,Adventure
391,Blink: Rogues,65.0,1,Indie
391,Blink: Rogues,65.0,1,Arcade
392,Pandemic Express: Zombie Escape,60.0,1,Shooter
392,Pandemic Express: Zombie Escape,60.0,1,Indie
393,Time Warpers,70.0,1,Role-playing (RPG)
393,Time Warpers,70.0,1,Simulator
393,Time Warpers,70.0,1,Strategy
393,Time Warpers,70.0,1,Adventure
393,Time Warpers,70.0,1,Indie
394,Deadside,60.0,1,Adventure
394,Deadside,60.0,1,Indie
395,Lawless Lands,70.0,1,Role-playing (RPG)
395,Lawless Lands,70.0,1,Strategy
395,Lawless Lands,70.0,1,Adventure
395,Lawless Lands,70.0,1,Indie
396,Starcom: Nexus,70.0,1,Role-playing (RPG)
396,Starcom: Nexus,70.0,1,Adventure
396,Starcom: Nexus,70.0,1,Indie
397,Good Company,60.0,1,Simulator
397,Good Company,60.0,1,Strategy
397,Good Company,60.0,1,Indie
398,Black Paradox,35.0,1,Shooter
398,Black Paradox,35.0,1,Platform
398,Black Paradox,35.0,1,Adventure
398,Black Paradox,35.0,1,Indie
398,Black Paradox,35.0,1,Arcade
399,Seeds of Resilience,60.0,1,Role-playing (RPG)
399,Seeds of Resilience,60.0,1,Simulator
399,Seeds of Resilience,60.0,1,Strategy
399,Seeds of Resilience,60.0,1,Turn-based strategy (TBS)
399,Seeds of Resilience,60.0,1,Adventure
399,Seeds of Resilience,60.0,1,Indie
400,Rapture Rejects,50.0,1,Shooter
400,Rapture Rejects,50.0,1,Indie
401,Melting World Online,50.0,1,Role-playing (RPG)
401,Melting World Online,50.0,1,Strategy
401,Melting World Online,50.0,1,Adventure
401,Melting World Online,50.0,1,Indie
402,A Long Way Down,50.0,1,Role-playing (RPG)
402,A Long Way Down,50.0,1,Strategy
402,A Long Way Down,50.0,1,Adventure
402,A Long Way Down,50.0,1,Indie
403,Adeptus Titanicus: Dominus,80.0,1,Strategy
403,Adeptus Titanicus: Dominus,80.0,1,Turn-based strategy (TBS)
403,Adeptus Titanicus: Dominus,80.0,1,Tactical
404,The Hardest Dungeon,70.0,1,Role-playing (RPG)
404,The Hardest Dungeon,70.0,1,Simulator
404,The Hardest Dungeon,70.0,1,Strategy
404,The Hardest Dungeon,70.0,1,Adventure
404,The Hardest Dungeon,70.0,1,Indie
405,Find Your Way,50.0,1,Adventure
405,Find Your Way,50.0,1,Indie
406,Newt One,70.0,1,Music
406,Newt One,70.0,1,Platform
406,Newt One,70.0,1,Adventure
406,Newt One,70.0,1,Indie
407,The True Slime King,90.0,1,Platform
407,The True Slime King,90.0,1,Adventure
407,The True Slime King,90.0,1,Indie
408,ValeGuard,64.0,1,Role-playing (RPG)
408,ValeGuard,64.0,1,Simulator
408,ValeGuard,64.0,1,Strategy
408,ValeGuard,64.0,1,Indie
409,Vox Machinae,80.0,1,Shooter
409,Vox Machinae,80.0,1,Simulator
409,Vox Machinae,80.0,1,Indie
410,Final Assault,70.0,1,Strategy
411,BoxVR,80.0,1,Sport
411,BoxVR,80.0,1,Indie
412,Sipho,70.0,1,Simulator
412,Sipho,70.0,1,Strategy
412,Sipho,70.0,1,Indie
413,The Snowboard Game,60.0,1,Racing
413,The Snowboard Game,60.0,1,Simulator
413,The Snowboard Game,60.0,1,Sport
413,The Snowboard Game,60.0,1,Indie
414,Swords 'n Magic and Stuff,80.0,1,Role-playing (RPG)
414,Swords 'n Magic and Stuff,80.0,1,Simulator
414,Swords 'n Magic and Stuff,80.0,1,Adventure
414,Swords 'n Magic and Stuff,80.0,1,Indie
