,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
915600,915600,Them and Us,"TendoGames Co., Ltd.","TendoGames Co., Ltd. , 方块游戏(CubeGame)",,893,265,0,"100,000 .. 200,000",0,0,0,0,1599,3999,60,11
2321210,2321210,Neon Echo,Xinyuan Studio,Xinyuan Studio,,2326,1710,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,6
1696440,1696440,The Matchless Kungfu,HuanMos Game,bilibili,,4661,677,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,504
384500,384500,Zombie Party,Peach Pie Productions,"Peach Pie Productions, Plug In Digital",,571,98,0,"100,000 .. 200,000",0,0,0,0,999,999,0,0
1145660,1145660,Drift Of The Hill,RewindApp,RewindApp,,605,236,0,"100,000 .. 200,000",0,0,0,0,199,199,0,1
1093720,1093720,SlipSlop: World's Hardest Platformer Game,10F,10F,,1421,306,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
331500,331500,Executive Assault,Hesketh Studios Ltd,Hesketh Studios Ltd,,1230,215,0,"100,000 .. 200,000",0,0,0,0,1299,1299,0,0
2082300,2082300,Legacy,Firedanger Studio,Firedanger Studio,,5,2,0,"100,000 .. 200,000",0,0,0,0,499,499,0,1
1274210,1274210,WizardChess,TwoPM Studios,2 Left Thumbs,,44,9,0,"100,000 .. 200,000",0,0,0,0,999,999,0,1
1075740,1075740,Banners of Ruin,MonteBearo,"Goblinz Publishing, Maple Whispering Limited",,2276,571,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,42
1158940,1158940,Blazing Sails,"Get Up Games, Iceberg Interactive",Iceberg Interactive,,7615,1104,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,156
224500,224500,Gnomoria,Robotronic Games,Robotronic Games,,2663,840,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,13
895670,895670,Armajet,Super Bit Machine,Super Bit Machine,,589,97,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
321270,321270,UNLOVED,BlueEagle Productions,Paul Schneider,,911,269,0,"100,000 .. 200,000",0,0,0,0,249,499,50,11
1559580,1559580,Gladihaters,Aden Interactive,Aden Interactive,,4,3,0,"100,000 .. 200,000",0,0,0,0,1199,1199,0,0
285070,285070,Between Me and The Night,RainDance LX,,,629,195,0,"100,000 .. 200,000",0,0,0,0,499,499,0,0
1612770,1612770,Sweet Transit,Ernestas Norvaišas,Team17,,718,271,0,"100,000 .. 200,000",0,0,0,0,2999,2999,0,55
538030,538030,Xenonauts 2,Goldhawk Interactive,Hooded Horse,,1593,395,0,"100,000 .. 200,000",0,0,0,0,2799,3999,30,292
989440,989440,Phantom Abyss,Team WIBY,Devolver Digital,,1798,334,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,7
322780,322780,Worlds Adrift,Bossa Studios,Bossa Studios,,3523,1999,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
628770,628770,Tangledeep,Impact Gameworks,"Impact Gameworks, Doyoyo Games",,1152,226,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,5
1092630,1092630,Rogue Glitch Ultra,Lino Slahuschek,Rarebyte,,1435,105,0,"100,000 .. 200,000",0,0,0,0,1199,1199,0,12
415270,415270,Star Crusade CCG,"ZiMAD, Inc.","ZiMAD, Inc.",,1503,373,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1306570,1306570,Fadeout: Underground,"Weston Mitchell, Pandan Games",Weston Mitchell,,186,41,0,"100,000 .. 200,000",0,0,0,0,0,0,0,2
503770,503770,Elven Assassin,Wenkly Studio Sp. z o.o.,Wenkly Studio Sp. z o.o.,,533,95,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,5
351990,351990,Riff Racer - Race Your Music!,FOAM Entertainment,FOAM Entertainment,,1708,367,0,"100,000 .. 200,000",0,0,0,0,0,0,0,1
633080,633080,Relic Hunters Legend,Rogue Snail,Rogue Snail,,723,364,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,2
1304450,1304450,Die Again,VarnGameDev,Catness Game Studios SL,,121,19,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
891220,891220,pla_toon,SoundAndFuryGames,SoundAndFuryGames,,1282,176,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
722960,722960,CASE 2: Animatronics Survival,Walnut LLC,Walnut LLC,,2370,489,0,"100,000 .. 200,000",0,0,0,0,999,999,0,4
1543150,1543150,The Fermi Paradox,Anomaly Games,"Anomaly Games, Wings",,681,209,0,"100,000 .. 200,000",0,0,0,0,1899,1899,0,6
648410,648410,Colony Ship: A Post-Earth Role Playing Game,Iron Tower Studio,Iron Tower Studio,,2000,287,0,"100,000 .. 200,000",0,0,0,0,3999,3999,0,89
1001270,1001270,Kebab Chefs! - Restaurant Simulator,Biotech Gameworks,Biotech Gameworks,,3076,456,0,"100,000 .. 200,000",0,0,0,0,1799,1799,0,893
1010850,1010850,東方翠神廻廊 〜 Faith in the Goddess of Suwa.,T.D,T.D,,156,46,0,"100,000 .. 200,000",0,0,0,0,0,0,0,8
691730,691730,FPV Drone Simulator,DreamEscape,DreamEscape,,287,154,0,"100,000 .. 200,000",0,0,0,0,0,0,0,7
371510,371510,Gunnheim,SIEIDI Ltd,the whale husband,,131,197,0,"100,000 .. 200,000",0,0,0,0,999,999,0,0
246760,246760,Legends of Eisenwald,Aterdux Entertainment,Aterdux Entertainment,,1331,418,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,8
1450180,1450180,Haunt Chaser,Clock Wizard Games,Clock Wizard Games,,473,220,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,0
1745510,1745510,Lunacid,KIRA LLC,"KIRA LLC, CRITICAL REFLEX",,6063,561,0,"100,000 .. 200,000",0,0,0,0,1399,1399,0,77
1328190,1328190,BATTLESHIP APOLLO,Parallel Space Inc,Parallel Space Inc,,101,113,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
551550,551550,ASSASSINATION BOX,ZELENIUK,ZELENIUK,,55,100,0,"100,000 .. 200,000",0,0,0,0,499,499,0,1
455980,455980,Judgment: Apocalypse Survival Simulation,Suncrash,Suncrash,,1740,405,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,31
1294760,1294760,HARD BULLET,GexagonVR,GexagonVR,,3687,494,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,60
1220840,1220840,Retirement Simulator,DoubleThink Studio,DoubleThink Studio,,1438,2587,0,"100,000 .. 200,000",0,0,0,0,1399,1399,0,3
546400,546400,Cavern Escape Extremely Hard game!!!,White Dog Games,SA Industry,,171,262,0,"100,000 .. 200,000",0,0,0,0,1399,1399,0,0
1015140,1015140,10 Miles To Safety,Trickjump Games,Trickjump Games,,690,252,0,"100,000 .. 200,000",0,0,0,0,999,999,0,3
774541,774541,"Species: Artificial Life, Real Evolution",Quasar,Quasar,,697,222,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,4
577230,577230,Three Kingdoms The Last Warlord,LongYou Game Studio,LongYou Tech Ltd,,2600,1053,0,"100,000 .. 200,000",0,0,0,0,399,399,0,130
1036240,1036240,Definitely Not Fried Chicken,Dope Games,Merge Games,,1186,397,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,57
1805360,1805360,Bounty game,survivance,Tuborg entertainment,,2566,704,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
657240,657240,Tracks - The Train Set Game,Whoop Group,Excalibur Games,,1240,77,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,19
1374170,1374170,Camp Canyonwood,Deli Interactive LLC,Graffiti Games,,37,15,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,1
1159290,1159290,The Bloodline,Shieldbearer Studios,HOOK,,1861,387,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,82
1723260,1723260,CaseCracker,BlackRobe,IndieArk,,2310,188,0,"100,000 .. 200,000",0,0,0,0,999,999,0,76
1345820,1345820,Ragnarock,WanadevStudio,WanadevStudio,,2671,147,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,6
1680890,1680890,Coldage,Roosterlandia,Roosterlandia,,8,0,0,"100,000 .. 200,000",0,0,0,0,1399,1399,0,0
342310,342310,RIOT: Civil Unrest,"Leonard Menchiari, IV Productions",Merge Games,,1141,527,0,"100,000 .. 200,000",0,0,0,0,1699,1699,0,7
2162780,2162780,E.E.R.I.E2,Ureasoft,Ureasoft,,376,74,0,"100,000 .. 200,000",0,0,0,0,799,799,0,9
759530,759530,Struckd - 3D Game Creator,Struckd AG,Struckd AG,,200,180,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
653120,653120,RockShot,Soleil Ltd.,Soleil Ltd.,,170,193,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
465200,465200,Fury Unleashed,Awesome Games Studio,Awesome Games Studio,,2046,256,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,29
239840,239840,Dead State: Reanimated,DoubleBear Productions,DoubleBear Productions,,1795,648,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,18
1135810,1135810,Vault of the Void,Spider Nest Games,Spider Nest Games,,2297,172,0,"100,000 .. 200,000",0,0,0,0,1799,1799,0,54
1453920,1453920,Heroes of Three Kingdoms,Wuwei,Bantu,,106,87,0,"100,000 .. 200,000",0,0,0,0,999,999,0,0
553660,553660,PWND,Skydance Interactive,Skydance Interactive,,632,258,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1201540,1201540,HELLCARD,Thing Trunk,"Skystone Games, Surefire.Games",,2087,368,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,234
1510460,1510460,Chicken Invaders Universe,InterAction studios,InterAction studios,,2950,270,0,"100,000 .. 200,000",0,0,0,0,0,0,0,122
1328350,1328350,Turbo Overkill,Trigger Happy Interactive,Apogee Entertainment,,5173,246,0,"100,000 .. 200,000",0,0,0,0,1749,2499,30,66
1831250,1831250,WasteLand Express 废土快递,中子星游戏研究所,,,1160,85,0,"100,000 .. 200,000",0,0,0,0,399,399,0,110
2832640,2832640,DEAD GET REKT,"RosGosDev, Horny Sea Lions, Rusalka Unreal Labs","Dead Smuta, JeffreyBez Trillion Dollar Records, Rusalka Unreal Labs",,2,2,0,"100,000 .. 200,000",0,0,0,0,899,899,0,0
1037020,1037020,ScourgeBringer,"Flying Oak Games, E-Studio",Dear Villagers,,2316,326,0,"100,000 .. 200,000",0,0,0,0,1699,1699,0,10
414080,414080,Life is Hard,"Pirozhok Studio, Vitaliy Ruzankin",Pirozhok Studio,,360,204,0,"100,000 .. 200,000",0,0,0,0,999,999,0,0
1049640,1049640,Qorena,Néotl Empire,Néotl Empire,,8,1,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
956000,956000,Su Hack,Eric L.,EL TECH,,4,1,0,"100,000 .. 200,000",0,0,0,0,399,399,0,0
253510,253510,WARMACHINE: Tactics,WhiteMoon Dreams,Privateer Press Interactive,,500,634,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,1
1787820,1787820,Mirror Party,KAGAMI Ⅱ WORKs,NIJICO,,866,545,0,"100,000 .. 200,000",0,0,0,0,199,199,0,0
1369670,1369670,Motor Town: Behind The Wheel,P3 Games,P3 Games,,3204,189,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,268
1293180,1293180,SuchArt: Genius Artist Simulator,Goose Minded,HypeTrain Digital,,3882,97,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,40
754050,754050,Bomb Bots Arena,Tiny Roar,Tiny Roar,,540,97,0,"100,000 .. 200,000",0,0,0,0,0,0,0,5
1057180,1057180,Border Officer,Cheesecake Dev,Cheesecake Dev,,699,528,0,"100,000 .. 200,000",0,0,0,0,999,999,0,4
2204730,2204730,Once upon a Dungeon II,Koto Games,Koto Games,,8,0,0,"100,000 .. 200,000",0,0,0,0,999,999,0,0
1063420,1063420,Void Crew,Hutlihut Games,Focus Entertainment,,2702,313,0,"100,000 .. 200,000",0,0,0,0,2199,2199,0,400
1239430,1239430,Population Zero,Enplex Games LLC,Enplex Games LLC,,459,732,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
649900,649900,Mini Guns - Omega Wars,"Riposte Games &amp; Co, Inc","Riposte Games &amp; Co, Inc",,251,153,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
581200,581200,Nash Racing,Tero Lunkka,HaDe Games,,82,97,0,"100,000 .. 200,000",0,0,0,0,399,399,0,0
668170,668170,Incline,Homewreckers Studio,Homewreckers Studio,,237,224,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
450860,450860,Andarilho,SC Jogos,SC Jogos,,794,391,0,"100,000 .. 200,000",0,0,0,0,49,499,90,1
395570,395570,We Are The Dwarves,Whale Rock Games,Whale Rock Games,,835,403,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,2
488440,488440,Angeldust,Frank Lucas,Metagaming B.V.,,899,512,0,"100,000 .. 200,000",0,0,0,0,0,0,0,4
885000,885000,Synth Riders,Kluge Interactive,Kluge Interactive,,1328,113,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,18
939100,939100,Darksburg,Shiro Games,Shiro Games,,1560,870,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,2
662960,662960,Mysteria ~Occult Shadows~,U-Secret Studio,SakuraGame,,2199,1162,0,"100,000 .. 200,000",0,0,0,0,1299,1299,0,2
699330,699330,The Iron Oath,Curious Panda Games,Humble Games,,589,157,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,7
1426730,1426730,The Immortal Mayor,Star Chess Studio,Yooreka Studio,,1826,922,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,21
458520,458520,Wrath of Anna,Lorenzo Entertainment,Lorenzo Entertainment,,102,159,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,0
600120,600120,Life Forge - Reborn ORPG,Life Forge Team,Pixel Life,,242,114,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1184530,1184530,Aurora - Hidden Colors,Aurora - Mídia &amp; Games,Aurora - Mídia &amp; Games,,20,2,0,"100,000 .. 200,000",0,0,0,0,499,499,0,0
455300,455300,Deuterium Wars,Disquire,Disquire,,472,132,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1000030,1000030,"Cook, Serve, Delicious! 3?!",Vertigo Gaming Inc.,Vertigo Gaming Inc.,,1856,174,0,"100,000 .. 200,000",0,0,0,0,499,1999,75,25
1911360,1911360,Trinity Fusion,Angry Mob Games,Angry Mob Games,,445,51,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,6
638990,638990,"UNDYING - ""KINGDOM""",Vanimals,"Skystone Games, Vanimals",,1237,295,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,91
2314160,2314160,Tactical Assault VR,Twisted Barrel Games,Twisted Barrel Games,,1262,152,0,"100,000 .. 200,000",0,0,0,0,1299,1299,0,48
1304680,1304680,Voidigo,semiwork,semiwork,,3581,104,0,"100,000 .. 200,000",0,0,0,0,1899,1899,0,30
1150820,1150820,Delphyq,Dusk Wave Arts LLC,Dusk Wave Arts LLC,,1,5,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,0
283160,283160,House of the Dying Sun,"Marauder Interactive, LLC","Marauder Interactive, LLC",,1600,176,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,2
915460,915460,ULTIMATE HARDBASS DEFENCE,Magnolia Art,Magnolia Art,,2029,173,0,"100,000 .. 200,000",0,0,0,0,399,399,0,0
538100,538100,Feel The Snow,Owlet,Owlet,,2521,343,0,"100,000 .. 200,000",0,0,0,0,1299,1299,0,17
494430,494430,Praey for the Gods,No Matter Studios,No Matter Studios,,2268,510,0,"100,000 .. 200,000",0,0,0,0,2999,2999,0,8
889260,889260,Bonkies,Studio Gauntlet,Crunching Koalas,,29,1,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,0
783240,783240,Die pig die,Vector bundle,Vector bundle,,103,211,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
861050,861050,DemonsAreCrazy,Bigbug Studio,Bigbug Studio,,282,374,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1089650,1089650,Project Zero Deaths,UAB Detis,UAB Detis,,413,113,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1494840,1494840,Scoot,Seafront Games,Seafront Games,,840,91,0,"100,000 .. 200,000",0,0,0,0,1299,1299,0,17
323900,323900,March of War: FaceOff - M,ISOTX,ISOTX,,317,109,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
975270,975270,军团战棋Legion War,Bear &amp; Cat Studio,Bear &amp; Cat Studio,,719,76,0,"100,000 .. 200,000",0,0,0,0,999,999,0,12
1380910,1380910,Stardeus,Kodo Linija,Paradox Arc,,972,108,0,"100,000 .. 200,000",0,0,0,0,2999,2999,0,41
488430,488430,Galaxy in Turmoil,"Frontwire Studios, LLC","Frontwire Studios, LLC",,116,177,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1561040,1561040,Diluvian Winds,Alambik Studio,"Goblinz Publishing, IndieArk",,221,69,0,"100,000 .. 200,000",0,0,0,0,1799,1799,0,11
2306590,2306590,Apewar,Radatomic Studios,Radatomic Studios,,5427,323,0,"100,000 .. 200,000",0,0,0,0,199,199,0,17
434510,434510,Formicide,"Rock Wall Games, LLC","Rock Wall Games, LLC",,265,58,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
393930,393930,RoShamBo,Blam! Games LLC,Blam! Games LLC,,278,156,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
506730,506730,Dinosaur Forest,Racing Bros,ANPA.US,,418,314,0,"100,000 .. 200,000",0,0,0,0,99,99,0,0
556820,556820,Warbands: Bushido,Red Unit Studios,Red Unit Studios,,821,359,0,"100,000 .. 200,000",0,0,0,0,0,0,0,6
587450,587450,Saurian,"Urvogel Games, LLC","Urvogel Games, LLC",,1027,634,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,4
914260,914260,HALF DEAD 2,Room710Games,Room710Games,,1873,338,0,"100,000 .. 200,000",0,0,0,0,499,499,0,5
555880,555880,Sairento VR,"Mixed Realms Pte Ltd, Swag Soft Holdings Pte Ltd",Mixed Realms Pte Ltd,,1427,250,0,"100,000 .. 200,000",0,0,0,0,2999,2999,0,1
903730,903730,AXIOM SOCCER,Earthbound Games Ltd.,Earthbound Games Ltd.,,265,130,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
819500,819500,Fear The Wolves,Vostok Games,Focus Entertainment,,1592,1855,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
598960,598960,Mashinky,Jan Zelený,Jan Zelený,,2257,415,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,54
357330,357330,Space Beast Terror Fright,nornware AB,nornware AB,,1480,140,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,3
1990260,1990260,Phantom Tentacle,LSP GAME,LSP GAME,,340,41,0,"100,000 .. 200,000",0,0,0,0,199,199,0,0
694720,694720,Not My Car – Battle Royale,NMC Studios,NMC Studios,,620,732,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1359650,1359650,The Last of Waifus,Konnichiwa Games,Konnichiwa Games,,1179,278,0,"100,000 .. 200,000",0,0,0,0,199,199,0,0
592260,592260,Dungeon Painter Studio,Pyromancers.com,Pyromancers.com,,2243,394,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,61
838900,838900,Cereal Soup,Wild Arts LLC,Wild Arts LLC,,313,400,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1889620,1889620,AI Roguelite,Max Loh,Max Loh,,229,66,0,"100,000 .. 200,000",0,0,0,0,999,999,0,9
1649730,1649730,xiuzhen idle,游戏养家工作室,跪求愿望,,1389,394,0,"100,000 .. 200,000",0,0,0,0,599,599,0,250
1267240,1267240,Chaos Combat Chess,This Game Studio,"Rogue Games, Inc.",,180,66,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
403850,403850,Sky To Fly: Faster Than Wind,AIVIK LLC,Absolutist Ltd.,,70,35,0,"100,000 .. 200,000",0,0,0,0,399,399,0,0
562730,562730,MechDefender - Tower Defense,"Atomic Fabrik, Cristian Manolachi",Conglomerate 5,,241,70,0,"100,000 .. 200,000",0,0,0,0,99,99,0,0
619500,619500,cyubeVR,Stonebrick Studios,Stonebrick Studios,,931,91,0,"100,000 .. 200,000",0,0,0,0,1999,2499,20,6
1214360,1214360,SKYE,DeCoded Production,Breda University of Applied Sciences,,1183,102,0,"100,000 .. 200,000",0,0,0,0,0,0,0,1
466860,466860,上帝之城 I：监狱帝国 [City of God I - Prison Empire],Pixel Gangsta Studio,"Pixel Gangsta Studio, Flying Interactive",,1323,561,0,"100,000 .. 200,000",0,0,0,0,1899,1899,0,12
340150,340150,Basement,Halfbus,Halfbus,,1534,647,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,6
775940,775940,Rise of Liberty,Sandstorm Studios Inc.,Sandstorm Studios Inc.,,1555,287,0,"100,000 .. 200,000",0,0,0,0,799,799,0,3
519190,519190,Next Day: Survival,SOFF Games,Last Level,,6447,3840,0,"100,000 .. 200,000",0,0,0,0,999,999,0,10
1614550,1614550,Astro Colony,Terad Games,Terad Games,,1603,331,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,155
1227280,1227280,Despot's Game: Dystopian Battle Simulator,Konfa Games,tinyBuild,,2523,425,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,38
2059550,2059550,Brain Syndrome VR,Derrick Davison,Derrick Davison,,2,2,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
938220,938220,TAPSONIC BOLD,NEOWIZ,NEOWIZ,,887,295,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,1
1000080,1000080,Zengeon,IndieLeague Studio,2P Games,,1018,497,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,0
1700870,1700870,Clanfolk,MinMax Games Ltd.,Hooded Horse,,2225,225,0,"100,000 .. 200,000",0,0,0,0,1949,2999,35,383
1477590,1477590,EZ2ON REBOOT : R,"Neonovice Co., Ltd., SQUARE PIXELS","Neonovice Co., Ltd.",,4858,569,0,"100,000 .. 200,000",0,0,0,0,2699,4499,40,140
714020,714020,Idle Adventure,"zha7, Phaedruns, Yingke Wu",zha7,,284,153,0,"100,000 .. 200,000",0,0,0,0,0,0,0,7
396650,396650,ACE Academy,PixelFade,PixelFade,,1395,72,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,2
461430,461430,EmergeNYC,FlipSwitch Games,FlipSwitch Games,,2560,1380,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,16
766370,766370,Dying Light: Bad Blood,Techland,Techland Publishing,,2562,1119,0,"100,000 .. 200,000",0,0,0,0,0,0,0,5
389270,389270,Through Abandoned: The Underground City,Igor Krutov,Conglomerate 5,,554,134,0,"100,000 .. 200,000",0,0,0,0,99,99,0,4
1711610,1711610,Dungeon 100,可布和常常诶,可布和常常诶,,1291,237,0,"100,000 .. 200,000",0,0,0,0,1199,1199,0,14
1550710,1550710,Warbox,Mantaliss,Mantaliss,,2008,1126,0,"100,000 .. 200,000",0,0,0,0,999,999,0,5
953880,953880,First Class Trouble,Invisible Walls,Versus Evil,,2975,782,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,60
470270,470270,Tribal Pass,"Tribe Tea, Stas Shostak, Evgeniy Yudin, Alexzander Protasenya, Ruslan Viter",Stas Shostak,,311,101,0,"100,000 .. 200,000",0,0,0,0,104,699,85,0
439370,439370,Midair,Archetype Studios,Archetype Studios,,470,377,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
411960,411960,TY the Tasmanian Tiger,Krome Studios,Krome Studios,,2441,49,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,12
278910,278910,Interplanetary,Team Jolly Roger,Team17 Digital Ltd,,628,171,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
1021210,1021210,Cyber Knights: Flashpoint,Trese Brothers,Trese Brothers,,343,27,0,"100,000 .. 200,000",0,0,0,0,2999,2999,0,19
824000,824000,Hokko Life,Gizmo Garden,Team17,,1634,760,0,"100,000 .. 200,000",0,0,0,0,1999,1999,0,35
1347970,1347970,Patch Quest,Lychee Game Labs,Curve Games,,2181,135,0,"100,000 .. 200,000",0,0,0,0,374,1499,75,61
833360,833360,Star Valor,Rafael Burgos,Rafael Burgos,,2291,272,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,105
411120,411120,Galaxy Admirals,Jetdogs Studios,Jetdogs Studios,,186,44,0,"100,000 .. 200,000",0,0,0,0,199,199,0,0
613730,613730,Need For Drink,Room710Games,Room710Games,,768,261,0,"100,000 .. 200,000",0,0,0,0,199,199,0,2
494150,494150,The Thrill of the Fight - VR Boxing,Sealost Interactive LLC,Sealost Interactive LLC,,3592,165,0,"100,000 .. 200,000",0,0,0,0,999,999,0,12
1164690,1164690,Wigmund,The Scholastics,The Scholastics,,501,111,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,7
590910,590910,炎黄战纪之三国烽烟,上海班图网络科技有限公司,上海班图网络科技有限公司,,188,94,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
375600,375600,Air Brawl,Landfall,Landfall,,1233,343,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
2093910,2093910,Time Walker: Dark World,Heartfun,"Leyo Games, 2P Games",,1018,151,0,"100,000 .. 200,000",0,0,0,0,499,499,0,36
1462470,1462470,Vectorio - Early Access,Ben Nichols,Ben Nichols,,1346,94,0,"100,000 .. 200,000",0,0,0,0,0,0,0,5
727130,727130,Between the Stars,Isolated Games,"Isolated Games, WhisperGames",,1616,514,0,"100,000 .. 200,000",0,0,0,0,1799,2999,40,31
349580,349580,Burstfire,Nacho Games,Nacho Games,,344,477,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
922450,922450,4X-Galaxy 无主之地：银河,Mercator,Mercator,,122,119,0,"100,000 .. 200,000",0,0,0,0,0,0,0,0
257050,257050,Darkout,Allgraf,KISS ltd,,422,449,0,"100,000 .. 200,000",0,0,0,0,999,999,0,0
310890,310890,Breach & Clear: Deadline Rebirth (2016),"Mighty Rabbit Studios, Gun Media","Good Shepherd Entertainment, Devolver Digital",,474,402,0,"100,000 .. 200,000",0,0,0,0,999,999,0,1
1374580,1374580,Dirge,NonNobis Games,NonNobis Games,,156,92,0,"100,000 .. 200,000",0,0,0,0,0,0,0,15
2020710,2020710,Havendock,YYZ,"Different Tales, IndieArk",,963,110,0,"100,000 .. 200,000",0,0,0,0,1699,1699,0,21
2683710,2683710,Cerebral Clash,Toilet Games,Toilet Games,,1,1,0,"100,000 .. 200,000",0,0,0,0,499,499,0,0
577080,577080,A Dump in the Dark,Oubliette,Oubliette,,272,117,0,"100,000 .. 200,000",0,0,0,0,299,299,0,1
1370410,1370410,Progress Game,Grinning Games,Grinning Games,,303,24,0,"100,000 .. 200,000",0,0,0,0,0,0,0,4
416210,416210,Block'hood,Plethora Project,Devolver Digital,,923,326,0,"100,000 .. 200,000",0,0,0,0,1499,1499,0,1
1058430,1058430,A Legionary's Life,Alessandro Roberti,Alessandro Roberti,,1852,288,0,"100,000 .. 200,000",0,0,0,0,799,799,0,22
555000,555000,GOAT OF DUTY,34BigThings srl,,,3050,470,0,"100,000 .. 200,000",0,0,0,0,599,999,40,3
250560,250560,Fight The Dragon,3 Sprockets,3 Sprockets,,1054,283,0,"100,000 .. 200,000",0,0,0,0,999,999,0,2
1074070,1074070,Dust to the End,"Haojoy Game, Zjoy Game",2P Games,,910,213,0,"100,000 .. 200,000",0,0,0,0,1199,1199,0,17
