,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1694310,1694310,Valor,Open Mid Interactive,Open Mid Interactive,,39,2,0,"0 .. 20,000",0,0,0,0,799,799,0,0
1280070,1280070,Ballad of The Masked Bandits,"Big Boot Stoodts, LLC","Big Boot Stoodts, LLC",,44,13,0,"0 .. 20,000",0,0,0,0,0,0,0,0
960740,960740,Girls' civilization,Moondolino,Moondolino,,156,96,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0
656530,656530,Pro Gamer Manager 2,Millenway,Millenway,,24,144,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
403590,403590,Klepto,Meerkat Gaming,Meerkat Gaming,,56,162,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
2899880,2899880,"Monkey See, Monkey Doo, Monkey Kiss You",ShangkoStudio,ShangkoStudio,,3,0,0,"0 .. 20,000",0,0,0,0,199,199,0,1
2205070,2205070,Echoes of the Entity,Varstep Studios,Varstep Studios,,4,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1398110,1398110,Space Pirate King,TEASOFT,TEASOFT,,5,3,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1608780,1608780,Everpixel Tactics,Doom Dino Games,Doom Dino Games,,3,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1259150,1259150,Plan V: Virtual Studio,Painting Practice,Painting Practice,,8,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1844340,1844340,超越海盗,四元方程,四元方程,,8,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1134320,1134320,GLADOM - 2D PVP Free & Skill Based,qugen®,qugen®,,23,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
863420,863420,Melting World Online,Juvty Worlds,Juvty Worlds,,38,38,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
1052150,1052150,WoozyHero 乌贼英雄-欢乐联机版,PhyzixMind,PhyzixMind,,38,6,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1550650,1550650,Lords of Solgrund,Eliška Vrzalová,Eliška Vrzalová,,41,7,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
999640,999640,Cube Defense,RewindApp,RewindApp,,42,27,0,"0 .. 20,000",0,0,0,0,99,199,50,0
808800,808800,Star Singularity,Star Bunny Enterprises,Star Bunny Enterprises,,48,12,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
492410,492410,Rogues Like Us,oddByte,oddByte,,54,6,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1480030,1480030,A Way To Be Dead,Crania Games,Crania Games,,67,27,0,"0 .. 20,000",0,0,0,0,699,699,0,0
1402790,1402790,Shopping Empire Tycoon,Musa GUNGOR,Musa GUNGOR,,71,2,0,"0 .. 20,000",0,0,0,0,699,699,0,0
1403280,1403280,Struggle Offensive,OXO Games,OXO Games,,112,65,0,"0 .. 20,000",0,0,0,0,199,199,0,0
429020,429020,LONE WOLF: Horizon,m4g,M4GDEV,,22,57,0,"0 .. 20,000",0,0,0,0,0,0,0,0
448620,448620,Rebirth of Island,Yo_Serjio,Yo_Serjio,,53,46,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1780100,1780100,Nonorelia,Middle Edge Software,Middle Edge Software,,3,0,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0
1693540,1693540,Dash Realm,Endrealm,Endrealm,,8,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2276080,2276080,Star Rangers,Aqviterra studio,Aqviterra studio,,8,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
2007010,2007010,Welcome To The Backrooms,Brickmade Productions,Brickmade Productions,,12,5,0,"0 .. 20,000",0,0,0,0,499,499,0,1
1275600,1275600,Kevin's Path to Wizdom,Spell Loop,Spell Loop,,26,0,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
576390,576390,365 Days,Mugle Studio,Mugle Studio,,12,23,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1276290,1276290,PST VR (Primary Surgical Treatment),Adelante LTD,Adelante LTD,,14,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
853220,853220,Doors & Rooms,"Gameday Inc., Iplay Inc.",Gameday Inc.,,16,5,0,"0 .. 20,000",0,0,0,0,699,699,0,1
1009180,1009180,Block of Rum,Obi-Wanya,Obi-Wanya,,24,11,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1297660,1297660,Fragment's Moonrise,Yyanthire Studio,Yyanthire Studio,,34,14,0,"0 .. 20,000",0,0,0,0,99,99,0,0
793600,793600,Bully Beatdown,Almighty Games,Almighty Games,,53,11,0,"0 .. 20,000",0,0,0,0,399,399,0,0
809500,809500,Brazilian Root,Patria Games®,Patria Games®,,60,9,0,"0 .. 20,000",0,0,0,0,999,999,0,0
302810,302810,Divinia Chronicles: Relics of Gan-Ti,Team Monkey,Team Monkey,,63,9,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0
1039370,1039370,Draw With Unknown,RewindApp,RewindApp,,79,39,0,"0 .. 20,000",0,0,0,0,99,199,50,0
1234550,1234550,Quest Rooms,The Spiteful Games,The Spiteful Games,,82,39,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
839300,839300,Legendary Eleven: Epic Football,Eclipse Games,Eclipse Gamse,,87,28,0,"0 .. 20,000",0,0,0,0,1499,1499,0,2
566700,566700,Eye in the Sky,VinLia Games,VinLia Games,,89,10,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1015480,1015480,DrumBeats VR,"Marcel Eissens, VRROOM Ultimate VR Experiences BV",MESHm,,92,48,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
432870,432870,Special Tactics,Beast Mode Games,Beast Mode Games,,93,21,0,"0 .. 20,000",0,0,0,0,0,0,0,0
549040,549040,Biotope,MBL Development,MBL Development,,93,118,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
1014130,1014130,Jitsumi's Game Booster,THEEY STORE PTE. LTD.,THEEY STORE PTE. LTD.,,113,35,0,"0 .. 20,000",0,0,0,0,599,599,0,3
1270100,1270100,兵法：战国篇,奇正游戏,"奇正游戏, 史图馆",,116,24,0,"0 .. 20,000",0,0,0,0,1599,1599,0,0
381750,381750,RC Simulation 2.0,devotid,devotid Media,,153,89,0,"0 .. 20,000",0,0,0,0,599,1499,60,0
1090800,1090800,Northern Lights,MadGoat Studio,MadGoat Studio,,187,84,0,"0 .. 20,000",0,0,0,0,1499,1499,0,4
346460,346460,Vector 36,Red River Studio,Red River Studio,,209,44,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
1146940,1146940,I will eat you,Butengo entertainment,Butengo entertainment,,227,64,0,"0 .. 20,000",0,0,0,0,499,499,0,0
905660,905660,纸境英雄 Papercraft,Overture,"Shenzhen Tanyu Interactive Entertainment Co., Ltd.",,257,44,0,"0 .. 20,000",0,0,0,0,1799,1799,0,0
657280,657280,Rytmik Studio,CINEMAX GAMES,CINEMAX GAMES,,258,43,0,"0 .. 20,000",0,0,0,0,2999,2999,0,11
559910,559910,Terroir,General Interactive Co.,General Interactive Co.,,280,100,0,"0 .. 20,000",0,0,0,0,799,799,0,1
750170,750170,Diesel Railcar Simulator,Lapioware,Lapioware,,299,16,0,"0 .. 20,000",0,0,0,0,1399,1999,30,3
680590,680590,Minotaur,U7 committee,"U7 committee, indienova",,312,14,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
898580,898580,Premium Bowling,Sadetta,Sadetta,,382,20,0,"0 .. 20,000",0,0,0,0,1999,1999,0,6
297470,297470,Xsyon - Prelude,Notorious Games,Notorious Games,,271,98,0,"0 .. 20,000",0,0,0,0,2999,2999,0,2
1525390,1525390,Eternity Protectors,Underway Gaming Studio,Underway Gaming Studio,,1,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1942850,1942850,Sunshower,NOKOGODO,NOKOGODO,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
2434620,2434620,Super Words,G Boson Interactive,G Boson Interactive,,2,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1948540,1948540,Exipelago,reiti.net,reiti.net,,7,3,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1769130,1769130,The Ancients,GorillaSoftWorks,Camlann Games,,10,3,0,"0 .. 20,000",0,0,0,0,1799,1999,10,6
2354560,2354560,ClickeRogue,"Dablue, Haikito",Dablue,,15,4,0,"0 .. 20,000",0,0,0,0,299,299,0,1
2966190,2966190,火鸦 blazing crow,KMH Games,KMH Games,,18,1,0,"0 .. 20,000",0,0,0,0,179,299,40,1
1425190,1425190,Abducted: The Night Hunters,.Cat,.Cat,,19,1,0,"0 .. 20,000",0,0,0,0,1099,1099,0,1
2080010,2080010,They Came From the Sky 2,FobTi interactive,FobTi interactive,,19,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1481720,1481720,ShemHaMephorash,"SignTyche, Tyche's Bookshelf",Tyche's Bookshelf,,23,1,0,"0 .. 20,000",0,0,0,0,899,899,0,0
2164320,2164320,Oathbreakers,Warcrown Entertainment,Warcrown Entertainment,,25,10,0,"0 .. 20,000",0,0,0,0,0,0,0,1
1885200,1885200,Rally: Endless Conquest,Bleem,Bleem,,32,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
2176070,2176070,Transliminal: Beyond The Backrooms,Corey Jeffries,Spatial Quotient,,33,2,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
2669380,2669380,BRUTALISTICK VR,Kubunautilus,Kubunautilus,,45,1,0,"0 .. 20,000",0,0,0,0,999,999,0,2
967120,967120,Cursed Mansion,Dragon Emperors,Nuon Games,,48,4,0,"0 .. 20,000",0,0,0,0,666,666,0,0
1607310,1607310,汽车帝国,Shanghai huan zhen Info Tech Ltd,Shanghai huan zhen Info Tech Ltd,,48,45,0,"0 .. 20,000",0,0,0,0,999,999,0,0
2229920,2229920,Temporian,ChallAcc,ChallAcc,,58,11,0,"0 .. 20,000",0,0,0,0,999,999,0,3
678390,678390,Office Management 101,tulevik.EU,tulevik.EU,,61,16,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
1183580,1183580,Terra Alia: The Language Discovery RPG,30 Parallel,"30 Parallel, LanguageNation",,64,38,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
1794250,1794250,After Dark VR,Nexxverse Games,Nexxverse Games,,64,38,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1839930,1839930,Lifecraft,Pixbits,Pixbits,,65,10,0,"0 .. 20,000",0,0,0,0,2299,2299,0,7
1755870,1755870,The Monster Within,GMO Free Games,GMO Free Games,,66,16,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
2243140,2243140,Guns & Fishes,Cavalry,Cavalry,,75,59,0,"0 .. 20,000",0,0,0,0,199,199,0,0
2269320,2269320,Natti,"4DAYS LAB Co., Ltd.","4DAYS LAB Co., Ltd.",,75,28,0,"0 .. 20,000",0,0,0,0,799,799,0,1
2199580,2199580,Interstellar Pilot 2,Pixelfactor Ltd.,Pixelfactor Ltd.,,87,5,0,"0 .. 20,000",0,0,0,0,99,99,0,1
2447310,2447310,Knight Overloaded,CCM,CCM,,89,12,0,"0 .. 20,000",0,0,0,0,199,199,0,2
1687990,1687990,Clunky Hero,Chaosmonger Studio,Chaosmonger Studio,,93,27,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
2558200,2558200,Call of Sentinels,A17 Games,A17 Games,,93,17,0,"0 .. 20,000",0,0,0,0,499,499,0,1
1739650,1739650,Dimensions: Dreadnought Architect,Craft Theory,Craft Theory,,97,64,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
2467300,2467300,Hoofobia,Deathyell Games,Deathyell Games,,101,39,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1383150,1383150,Final Factory,Never Games Limited,Never Games Limited,,104,23,0,"0 .. 20,000",0,0,0,0,2499,2499,0,51
1973320,1973320,Road Defense: Outsiders,Minicactus Games,Minicactus Games,,106,21,0,"0 .. 20,000",0,0,0,0,299,299,0,2
1901910,1901910,Ultimate General: American Revolution,Game-Labs,Game-Labs,,111,39,0,"0 .. 20,000",0,0,0,0,4499,4999,10,0
2181640,2181640,人类动物园 Human Zoo,土豆火锅,Cosmic Train,,120,9,0,"0 .. 20,000",0,0,0,0,699,699,0,0
1067220,1067220,RoboCo,Filament Games,Filament Games,,125,13,0,"0 .. 20,000",0,0,0,0,1999,1999,0,3
2000800,2000800,B-17 Flying Fortress : The Mighty 8th Redux,MicroProse Software,MicroProse Software,,126,63,0,"0 .. 20,000",0,0,0,0,1349,1499,10,7
2072640,2072640,Inout,Gample,Gample,,133,54,0,"0 .. 20,000",0,0,0,0,499,499,0,2
1586750,1586750,Two Strikes,Retro Reactor,Entalto Publishing,,135,15,0,"0 .. 20,000",0,0,0,0,1299,1299,0,1
1700630,1700630,天下镖局,有杕之杜,有杕之杜,,136,89,0,"0 .. 20,000",0,0,0,0,1799,1799,0,0
1717020,1717020,Ed-0: Zombie Uprising,LANCARSE,D3PUBLISHER,,140,66,0,"0 .. 20,000",0,0,0,0,2999,2999,0,3
1790340,1790340,KUUKIYOMI: Consider It! ONLINE,G-MODE,G-MODE,,161,168,0,"0 .. 20,000",0,0,0,0,899,899,0,0
1319550,1319550,Power of Ten,Pew Times Three,Pew Times Three,,162,36,0,"0 .. 20,000",0,0,0,0,1199,1199,0,1
1322100,1322100,Battle Bands: Rock & Roll Deckbuilder,Aerie Digital,Aerie Digital,,165,19,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
1674820,1674820,TFC: The Fertile Crescent,Wield Interactive,Wield Interactive,,171,15,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
1745170,1745170,Primitier,Ota Mato,Ota Mato,,174,8,0,"0 .. 20,000",0,0,0,0,1999,1999,0,10
1475460,1475460,3 Minute Heroes,Sinkhole Studio,Sinkhole Studio,,180,27,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1
1546280,1546280,Mad Pack,Liga Robotov,Liga Robotov,,201,94,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1494560,1494560,Rogue Voltage,Horizont Computergrafik,"Horizont Computergrafik, IndieArk",,222,9,0,"0 .. 20,000",0,0,0,0,1599,1599,0,41
1124080,1124080,Active DBG: Brave's Rage,ISVR,Astrolabe Games,,225,36,0,"0 .. 20,000",0,0,0,0,1799,1799,0,0
2607060,2607060,From Glory To Goo,Stratagem Blue,Stratagem Blue,,276,29,0,"0 .. 20,000",0,0,0,0,1199,1199,0,55
1384320,1384320,Grapple Tournament,Tomorrow Games,Tomorrow Games,,298,30,0,"0 .. 20,000",0,0,0,0,0,0,0,1
2206270,2206270,Vampire Hunters,Gamecraft Studios,Gamecraft Studios,,326,55,0,"0 .. 20,000",0,0,0,0,799,999,20,85
1070260,1070260,Graduated,Love7,Love7,,362,151,0,"0 .. 20,000",0,0,0,0,1399,1399,0,16
2272250,2272250,Forgive Me Father 2,Byte Barrel,Fulqrum Publishing,,394,39,0,"0 .. 20,000",0,0,0,0,1999,1999,0,11
1671280,1671280,Prognostic,Steppe Hare Studio,Steppe Hare Studio,,413,23,0,"0 .. 20,000",0,0,0,0,699,699,0,0
924070,924070,Arboria,Dreamplant,"All in! Games, Untold Tales",,554,152,0,"0 .. 20,000",0,0,0,0,1999,1999,0,6
2912900,2912900,Fujisan Nobori,JIYUTORISEI,JIYUTORISEI,,2,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1950830,1950830,Arena Brutal,Giant Eagle,Giant Eagle,,3,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
573040,573040,School of Talent: SUZU-ROUTE,MyDearest,MyDearest,,97,13,0,"0 .. 20,000",0,0,0,0,899,899,0,0
1314500,1314500,Improbable Soccer,CyberLab Studios,CyberLab Studios,,4,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1828070,1828070,Jester Street : Card Counting Trainer,Geek Tweak Games,Geek Tweak Games,,4,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1101480,1101480,Turn Me On,Hotel Octopus,Hotel Octopus,,8,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
734590,734590,Civil Warfare: Another Bullet In The War,Mental Zone Digital Game Studios,Mental Zone Digital Game Studios,,44,84,0,"0 .. 20,000",0,0,0,0,99,99,0,0
2516870,2516870,Escape from the Nursing Home,Simul Games,Simul Games,,3,0,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1882330,1882330,ELEVATED,Kerim Kumbasar,Kerim Kumbasar,,10,0,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1452910,1452910,Soul Shifter,Innominatum Digital,Innominatum Digital,,13,3,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1646390,1646390,Spheriums,Braintonik GameStudios,Braintonik GameStudios,,28,2,0,"0 .. 20,000",0,0,0,0,799,799,0,1
429430,429430,Tyrfing  Cycle |Vanilla|,Demon Sword Games,,,10,29,0,"0 .. 20,000",0,0,0,0,199,199,0,0
369560,369560,The Story Goes On,Scarecrow Arts,Scarecrow Arts,,101,22,0,"0 .. 20,000",0,0,0,0,499,499,0,0
872400,872400,Capsella The Lights of Lucern,Bravery Software,Bravery Software,,7,10,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1236040,1236040,Mahasona,RAM Studios,Appscurve Studios,,30,6,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1206080,1206080,Zombie World Coronavirus Apocalypse VR,Smartmove,Smartmove,,6,10,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
700770,700770,ZoneDriver,Cybertime System,Cybertime System,,27,32,0,"0 .. 20,000",0,0,0,0,99,99,0,0
913090,913090,Rogue Party,Chris Antoni,Chris Antoni,,49,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0
2082520,2082520,Immortal Heritage,LC.Game,LC.Game,,80,15,0,"0 .. 20,000",0,0,0,0,3999,3999,0,0
2204430,2204430,Ruler of the Waves 1916,Falling Ninja Productions,Top Secret Studios LLC,,0,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
1698910,1698910,Hardcore Trivia,F-Games,JTS Development,,0,4,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1573110,1573110,Azy,Waqudoo,Waqudoo,,3,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
918780,918780,Sector Sweep,Moonlit S.A.,Moonlit S.A.,,13,2,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1322010,1322010,Automata Break,Pumpkin Head Studio,Pumpkin Head Studio,,14,0,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
1867550,1867550,Armageddon War:Old Era Wreckers / 大鏖战:旧时代的残党,freeflyfish,freeflyfish,,5,1,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1479840,1479840,Vidya Poker,coolnames,coolnames,,13,0,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1207010,1207010,Me and myself,BarneyJia,腾讯游戏学院,,18,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
868470,868470,Heroes Arena,Victor Corradi,Corradi Games,,8,14,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1403890,1403890,SmFly: Gravity Adventure,Dnovel,Dnovel,,17,2,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1512200,1512200,PYTHIAN,"VRROOM, ART OF DANCE",PYTHIAN BV,,24,10,0,"0 .. 20,000",0,0,0,0,1799,1799,0,0
756410,756410,Nova 1492,CODE7,CODE7,,33,19,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2185240,2185240,STARLITE: Defender of Justice Ultimate HD Edition,Xcogames LLC,Xcogames LLC,,1,0,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0
1064060,1064060,The Mystery of Bikini Island,Velvet Paradise Games,Velvet Paradise Games,,29,22,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1989980,1989980,Lightfire Defense,LemonCube,LemonCube,,2,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1198240,1198240,Danger City,"Hash Technology, 哈视奇科技",Hash Technology,,8,2,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
1203660,1203660,Animal Farm: China,Gamearning Studio,Gamearning Studio,,38,13,0,"0 .. 20,000",0,0,0,0,0,0,0,0
674890,674890,Mechsprofit: Mech Tycoon Simulator,Rahmat Nata Djaja,Rahmat Nata Djaja,,11,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
640860,640860,Stone Rage,Mountainwheel Games,Mountainwheel Games,,83,79,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
1956560,1956560,LIFELIKE,mntsstudio LLC,mntsstudio LLC,,10,0,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
745680,745680,Lovehammer 400 000: The Buttlerian Crusade,Nerd Commando Game Studios,Nerd Commando Game Studios,,3,3,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1238250,1238250,Cave Game,Conarium Software,Conarium Software,,13,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
982920,982920,HammerBorn: Tears Of Mani,Hareware Studios,Hareware Studios,,0,1,0,"0 .. 20,000",0,0,0,0,799,799,0,0
1944050,1944050,Farm Under Fire,Furious Production LTD,Furious Production LTD,,11,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
766250,766250,Kaz Ball,Doby Digital,Doby Digital,,22,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
719830,719830,Desert Craft,Vitaly Titov,Vitaly Titov,,1,2,0,"0 .. 20,000",0,0,0,0,699,699,0,0
723810,723810,Don't Bleed,Black Banshee Studios,Black Banshee Studios,,10,12,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
970370,970370,Gala Collider,NeoCrux Ltd.,NeoCrux Ltd.,,25,16,0,"0 .. 20,000",0,0,0,0,0,0,0,1
1303870,1303870,Mischance,MustangDev,MustangDev,,10,3,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1251770,1251770,What The Bear?,Lonely Bear Studio,Lonely Bear Studio,,5,4,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1832370,1832370,Charades Movie One,Hede Games,Hede Games,,0,8,0,"0 .. 20,000",0,0,0,0,19999,19999,0,0
1260910,1260910,Demelia's Isle,Stefounix,Stefounix,,6,3,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
1580250,1580250,Pearls of the Oceans,Group Launch Inc.Booster Play,Group Launch Inc.Booster Play,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
697680,697680,Marblesared,PCAndVR,PCAndVR,,6,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
905220,905220,Grim Earth,George Allan,Clockwork Pixels Ltd,,22,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2010500,2010500,Run4YourLight,Styles Studio,Styles Studio,,2,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0
340140,340140,Elemental World Part 1:Rise Of The Guardians,Wise Owl Studios,Wise Owl Studios,,2,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1402390,1402390,Oddity Girls: Virtual World,toOrock,toOrock,,1,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1283240,1283240,Center2048,bing chi,bing chi,,1,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1044900,1044900,圣山ShenShan,"lynchhead, lynchhead",lynchhead,,1,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0
917710,917710,Decisions,Sevo Tech,Sevo Tech,,1,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
416160,416160,Heresy,dark made games,dark made games,,1,2,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
1596430,1596430,Loop Knight,PunkBallStudio,PunkBallStudio,,0,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1148460,1148460,Inside The Cubes,ViRmode,ViRmode,,0,1,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1679180,1679180,MEMORIES,Dissident Interactive,Dissident Interactive,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1455020,1455020,Tormenta do Tempo,Andre Themistocles,Andre Themistocles,,2,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1091090,1091090,They Are Beasts,Tarakan Game Studio,Tarakan Game Studio,,26,14,0,"0 .. 20,000",0,0,0,0,499,499,0,0
2146100,2146100,Epic Naval Battle Simulator,Dan Epic studios, Dan Epic studios,,0,1,0,"0 .. 20,000",0,0,0,0,399,399,0,0
414770,414770,Bionite: Origins,Platoon Studios,Platoon Studios,,1,6,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
1906860,1906860,Path to Ruin,Brainwave 23 Studios,Brainwave 23 Studios,,9,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
2436440,2436440,Zodiark Reform: Bandage Rewind,Late Light Studio,Late Light Studio,,7,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0
1382630,1382630,Fruit Clicker,SeaPuppy Studios,SeaPuppy Studios,,3,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
980360,980360,Melody Flight,Outside Realm,Outside Realm,,2,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1180200,1180200,Legendary Sword,TLSoul,TLSoul,,2,3,0,"0 .. 20,000",0,0,0,0,1099,1099,0,0
2245850,2245850,Gverse,GalaxyVerse,GalaxyVerse,,6,4,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1672830,1672830,LandCombat:Ren,Banada,Banada,,2,1,0,"0 .. 20,000",0,0,0,0,799,799,0,0
2222530,2222530,The Motorcycle,Tobacom,Tobacom,,4,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1044410,1044410,Little Gods of the Abyss,PLAY Mephistowaltz,GRAVITY,,27,10,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
877610,877610,Cyber Lemur,Arctic Sky Games,Arctic Sky Games,,10,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0
901020,901020,Adventure Portal,Megaslow Studio,Megaslow Studio,,2,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
924390,924390,Ozapell Mystery Text Adventure,Ozapell,Ozapell,,1,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0
2656990,2656990,Mycelium Guardians,Spirulena,Spirulena,,1,2,0,"0 .. 20,000",0,0,0,0,799,799,0,0
1388760,1388760,Chess++,JLogical Games,JLogical Games,,4,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1016660,1016660,Age Of Omens,Groundbreak Games,GroundBreak Games,,6,2,0,"0 .. 20,000",0,0,0,0,1599,1599,0,0
909580,909580,Cortex,RewindApp,RewindApp,,17,18,0,"0 .. 20,000",0,0,0,0,199,199,0,0
535190,535190,Chunky Orbits,Don Whitaker,Brain Blinks,,21,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
958220,958220,The Endless Summer - Search For Surf,"E Marx, Caden Goodwin",Bruce Brown Films,,9,6,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
2309740,2309740,CHIPPED,110110,110110,,1,0,0,"0 .. 20,000",0,0,0,0,369,369,0,0
1459170,1459170,Military Crusaders,LuftWaffel,LuftWaffel,,8,5,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1449380,1449380,Colored Shapes,"Dnovel, FreeAnimals_Software",Conglomerate 5,,11,12,0,"0 .. 20,000",0,0,0,0,99,99,0,0
577470,577470,Last Days Of Tascaria,Baltica Games,Baltica Games,,21,5,0,"0 .. 20,000",0,0,0,0,799,799,0,0
1279330,1279330,Under Lock,NioTum,NioTum,,53,24,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1448140,1448140,Beat Bolt City,Beach Day Studios,Beach Day Studios,,1,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0
